venue_name,venue_id,city_name,n_events,n_artists,first_event,last_event
Sunset Sound Studio,33d7e811,Los Angeles,3,2,2020-10-08,2020-12-31
The Loft at UC San Diego,6bd62afe,La Jolla,3,3,2019-10-08,2020-01-08
Wallis Annenberg Center for the Performing Arts,3d339db,Beverly Hills,3,3,2020-01-12,2020-01-25
American Legion Post 359,2bd3248e,Norwalk,3,3,2020-02-22,2020-02-22
Private Venue,1bd301c0,Orange County,3,3,2020-05-21,2020-12-04
Steel Mill Coffee,33d07885,Oceanside,3,3,2020-04-11,2020-12-18
Church of Fun,43d5676b,Los Angeles,3,2,2019-09-21,2020-02-22
Crenshaw Blvd,33d27089,Los Angeles,3,3,2018-10-20,2019-10-19
The Russ Room,1bd361d0,Sacramento,3,2,2020-03-04,2022-12-17
Bootleg HiFi,5bd5974c,Los Angeles,3,1,2019-09-27,2019-09-29
The Del Monte Townhouse,5bd7ebc0,Venice,3,3,2018-09-11,2022-10-20
Sonny McLeans,43d3bfe7,West Hollywood,3,2,2018-12-27,2022-11-19
No Name Bar,13d26d9d,Sausalito,3,1,2019-11-28,2022-11-24
Punch Line San Francisco,73de62e1,San Francisco,3,3,2018-11-03,2022-11-11
Private Venue,63d3cea7,Fresno,3,3,2019-09-05,2020-09-11
KYSR-FM Studios,3bd29464,Burbank,3,3,2018-09-25,2018-11-05
Berth 46,33de6055,San Pedro,3,3,2019-10-19,2019-10-19
California Exposition & State Fair,63d7cec3,Sacramento,3,3,2018-09-22,2019-11-30
Green Acres Estate,53d5c361,Beverly Hills,3,3,2020-02-08,2020-02-08
Skinny's Lounge,6bd4ce3a,Los Angeles,3,3,2018-08-05,2018-08-14
UCLA,13d6cdc1,Los Angeles,3,2,2018-10-26,2022-12-14
Raley Field,53d62725,West Sacramento,3,3,2018-10-18,2018-10-18
"",bd2851a,Lafayette,3,2,2018-09-15,2019-09-21
Mr. Tipple's Recording Studio,2bd38cb6,San Francisco,3,3,2018-11-30,2020-12-04
Palmetto Avenue,13d3e599,Pacifica,3,3,2018-09-29,2019-09-28
Paramount Theatre,33d31c05,Los Angeles,3,3,2020-01-25,2022-10-07
The Continental Room,6bd7f206,Fullerton,3,3,2019-09-16,2020-03-05
Surfers Point,33d058d9,Ventura,3,3,2022-10-14,2022-10-14
The Sierra Lodge,63d3aa77,Ontario,3,3,2019-11-05,2019-11-05
Nelson Family Vineyards,2bd7005a,Ukiah,3,3,2018-08-24,2022-08-27
The Center For New Music,1bd56d40,San Francisco,3,3,2018-09-20,2022-10-13
Oceanside Pier,63d6121f,San Diego,3,3,2022-09-17,2022-09-18
Linnaea's Cafe,2bd2743e,San Luis Obispo,3,3,2018-12-16,2018-12-16
Ojai Valley Woman's Club,4bd0dbb2,Ojai,3,3,2021-12-02,2021-12-02
"The Aratani Theater, Japanese-American Cultural & Community Center",6bd49242,Los Angeles,3,3,2018-09-22,2018-11-30
SAFE Credit Union Performing Arts Center,13d19951,Sacramento,3,3,2021-11-28,2022-10-29
Paramount Ranch,13d765fd,Agoura Hills,3,3,2022-10-15,2022-10-15
"",63d44a27,Alameda,3,2,2020-07-18,2020-12-20
The Red Museum,bd1f95e,Sacramento,3,3,2018-08-19,2022-12-18
Taco Zone/Vons Parking Lot,2bd31c0e,Echo Park,3,3,2020-03-16,2020-03-16
Crazy Horse Saloon & Grill,13d39905,Nevada City,3,2,2021-12-23,2022-11-11
West Side Theatre,3d08123,Newman,3,2,2018-10-27,2019-10-26
Rebru Spirits,2bd054b6,San Diego,3,3,2022-12-16,2022-12-16
El Capitan Theatre,43d7371f,Los Angeles,3,3,2018-11-05,2020-02-10
The Lodge Barber Shop,63de5653,Long Beach,3,3,2022-12-04,2022-12-04
Avaya Stadium Grounds,33d2048d,San Jose,3,3,2018-09-28,2018-09-29
University of Southern California,13d62165,Los Angeles,3,3,2018-11-16,2022-09-10
IntegriTea,2bd2048a,Vallejo,3,3,2018-09-29,2018-09-29
Epstein Family Amphitheater,6bd05a1a,La Jolla,3,3,2022-10-20,2022-10-22
Station1640,1bd275ec,Los Angeles,3,3,2018-10-27,2018-10-27
Folktale Winery & Vineyards,23d26cef,Carmel-by-the-Sea,3,2,2018-11-12,2021-12-07
Mercury Lounge,1bd7e978,Goleta,3,3,2018-10-26,2020-06-13
Stockton Arena,23d678f3,Stockton,3,3,2020-01-13,2022-10-06
Windmill Cove Bar & Grill,63d09e67,Stockton,3,2,2019-09-21,2022-09-17
EB's Farmers Market Bar,1bd13534,Los Angeles,3,1,2018-08-23,2019-12-21
Pipeline Church,33d05081,Visalia,3,3,2022-11-03,2022-11-03
Rolling Hills Casino,23d28073,Corning,3,3,2019-09-02,2019-10-20
Haight Street,1bd741cc,San Francisco,3,3,2022-10-16,2022-10-16
Aurea Vista,5bd54370,Riverside,3,3,2018-10-18,2019-09-26
Arlene Francis Center,73d7ce2d,Santa Rosa,3,3,2020-02-15,2022-10-26
SLO Guild Hall,13d55115,San Luis Obispo,3,3,2019-12-06,2020-02-07
Meowmeowz,3d4d92b,Pasadena,3,1,2018-11-18,2019-11-24
"",13d75969,Santa Ana,3,3,2019-08-23,2019-11-15
The Roar Room,bd20962,Glendale,3,3,2018-09-07,2018-10-26
White Oaks Music and Arts,43d45f77,Los Angeles,3,3,2018-09-28,2018-09-28
Napa Valley Expo,3d399cf,Napa,3,3,2018-08-08,2018-08-11
Oxnard Beach Park,13d20d15,Oxnard,3,3,2018-09-08,2022-09-10
The Wakehouse,33d2b8d5,Reedley,3,3,2022-09-03,2022-09-30
Gadi's,7bd27610,Yucca Valley,3,3,2018-09-08,2018-11-30
"Bovard Auditorium, University of Southern California",bd2f10a,Los Angeles,3,2,2022-08-26,2022-10-25
The Britisher,7bd2f6c0,Lancaster,3,2,2022-11-19,2022-12-17
Desert Empire,6bd2aab2,Ridgecrest,3,1,2021-12-18,2022-10-22
"Capistrano Concert Hall, Sacramento State School of Music",63d27263,Sacramento,3,2,2018-11-11,2019-11-10
Starlight Bowl,5bd653b4,Burbank,3,3,2018-08-18,2019-08-24
Tinhorn Flats,bd2754e,Burbank,3,1,2018-10-08,2018-10-22
Venice Beach,73d4baa1,Venice,3,3,2018-08-25,2018-08-25
Jack London Square,5bd7731c,Oakland,3,3,2018-09-08,2018-09-09
The Arena,4bd547e2,Simi Valley,3,3,2018-08-10,2022-09-23
Corazón Performing Arts,5bd0571c,Topanga Canyon,3,3,2018-11-03,2022-10-15
Winston House,6bd5768e,Venice,3,3,2020-07-30,2022-12-01
social sanctuary,4bd34f8a,Los Angeles,3,1,2020-11-12,2020-11-14
Grand Ole BBQ Flinn Springs,53d247c5,El Cajon,3,1,2019-10-05,2020-01-12
Puma Road at Portola Plaza,3d0914f,Monterey,3,1,2019-09-12,2020-01-31
The Press Club,23d6280b,Sacramento,3,3,2018-09-20,2019-11-21
Lot 1 Cafe,33d2d085,Los Angeles,3,3,2018-08-18,2018-10-31
UCSF Mission Bay,13d05529,San Francisco,2,2,2022-10-18,2022-10-18
Central Park,73d57629,Davis,2,2,2022-10-06,2022-10-27
Tamalpais High School,23d26c27,Mill Valley,2,1,2022-10-06,2022-11-29
220 W Gutierrez St.,5bd013c8,Santa Barbara,2,2,2020-01-25,2020-01-25
Fluxx,73d642b9,San Diego,2,2,2018-10-31,2018-12-14
PGA West Driving Range,2bd2f032,La Quinta,2,2,2020-01-17,2020-01-18
Frandy Park Campground,73d0e2b9,Kernville,2,2,2019-10-05,2022-09-28
KPFA-FM,2bd718b6,Berkeley,2,2,2018-09-12,2020-02-25
Los Angeles City Hall,13de59f9,Los Angeles,2,2,2018-09-15,2018-10-20
Paradise Performing Arts Center,23d3989b,Paradise,2,2,2022-10-21,2022-10-21
Union Station,1bd6298c,Los Angeles,2,2,2021-12-04,2021-12-04
Stage 9,53d32bb1,San Luis Obispo,2,2,2020-02-21,2020-02-21
Spa Montage Healdsburg,2bd0649a,Healdsburg,2,1,2022-09-18,2022-09-18
Breakfast Culture Club,1bdf89e8,Santa Barbara,2,1,2018-09-07,2019-11-15
"",2bd7c466,Beverly Hills,2,2,2019-09-22,2019-12-13
Super X Ranch,63d3527b,Pioneertown,2,2,2020-10-31,2020-12-05
Kiss Kiss Bang Bang,4bd35b6e,Los Angeles,2,2,2020-02-26,2020-03-04
The Sand Bar,33d204ad,Capitola,2,2,2018-09-22,2019-11-20
The Tavern,43d5e7e3,Ventura,2,2,2018-11-28,2020-02-20
O'Sullivan's Pub,73d21e85,Santa Maria,2,1,2018-08-17,2018-11-30
The New Scotland Yard Pub,3bd1cc5c,Los Angeles,2,2,2020-01-25,2022-12-17
Huntington City Beach,1bd0ed94,Huntington Beach,2,2,2022-09-13,2022-09-13
Pearson Park Amphitheatre,5bd483d0,Anaheim,2,1,2018-09-15,2019-09-21
The Complex,43d293ab,Oakland,2,2,2019-08-25,2022-12-09
Henson Recording Studios,53d0cfc9,Los Angeles,2,2,2018-10-15,2020-10-18
Lucie Stern Community Center,5bd3ab8c,Palo Alto,2,2,2019-10-04,2019-10-04
Third Window Brewing Co.,1bd1352c,Santa Barbara,2,1,2022-08-28,2022-11-11
Grand Oak Live,53d5735d,Upland,2,2,2018-10-13,2020-11-14
Content Partners,4bd3b7b2,San Diego,2,2,2020-02-01,2020-02-01
Bar Fluxus,23d178fb,San Francisco,2,2,2018-08-04,2018-11-29
Book Soup,23d580ff,Los Angeles,2,2,2020-02-15,2020-02-15
The Improv,23d5d807,Brea,2,2,2020-02-01,2020-02-28
Capos,73d06241,Gilroy,2,2,2022-10-02,2022-10-02
476 Studio,53d3c3f5,Oakland,2,2,2019-12-01,2020-07-11
The Mint Supperclub,3bd2d874,Los Angeles,2,2,2022-12-09,2022-12-10
Shady Oak Barrel House,6bd3263e,Santa Rosa,2,2,2020-03-04,2021-12-17
Mission Tobacco Lounge,73d74e6d,Riverside,2,2,2018-12-21,2019-09-07
Bear River Casino,63d56e97,Loleta,2,2,2018-12-07,2018-12-07
Scary Pockets HQ,5bd1e380,Los Angeles,2,1,2021-12-13,2021-12-21
Greater Goods,4bd2e3a2,Ojai,2,2,2020-02-27,2022-09-29
Good Times at Davey Wayne's,33d294e5,Los Angeles,2,1,2022-09-28,2022-11-17
Rock and Roll,6bd33612,San Diego,2,2,2022-09-04,2022-12-18
Topa Mountain Winery,73d3f2bd,Ojai,2,2,2019-09-07,2019-09-07
El Rincon Mexicano,23d22483,Santa Ana,2,2,2018-08-12,2018-08-12
Private Venue,1bd311e8,Martinez,2,1,2020-03-31,2020-06-23
Private Venue,43d31b17,Glendale,2,2,2020-02-15,2020-02-15
Tiny Desk (Home),63d03ad3,Los Angeles,2,2,2020-08-26,2020-10-01
The Lost Church Santa Rosa,7bd32af4,Santa Rosa,2,2,2020-02-18,2022-10-19
La Jolla Music Society,13d3c941,La Jolla,2,1,2019-12-01,2019-12-01
The Veranda,63d21267,Concord,2,1,2018-09-05,2019-09-18
Yerba Buena Gardens,2bd78cce,San Francisco,2,2,2018-09-13,2019-10-14
Petaluma Women's Club,1bd3c1a0,Petaluma,2,2,2019-12-21,2019-12-21
San Francisco Conservatory of Music,1bd67dc4,San Francisco,2,1,2020-03-31,2022-09-20
Plaza de Cesar Chavez,73d66661,San Jose,2,2,2018-08-12,2019-08-25
Liquid Zoo,23d0580b,Los Angeles,2,2,2022-08-27,2022-10-13
Oscar's,4bd097d6,Palm Springs,2,2,2019-09-19,2022-11-05
American Legion Hall,2bd48082,South Lake Tahoe,2,2,2020-01-11,2020-01-11
Cuz’s Sportsmans Club,bd0a9c2,Seaside,2,2,2019-11-29,2022-09-03
Fox Theater,bd7399a,Salinas,2,2,2019-10-20,2020-03-21
Genghis Cohen,2bd6cc06,Los Angeles,2,2,2019-10-18,2020-02-14
"",63d74e5f,Dana Point,2,2,2018-09-28,2020-09-26
1881,53d057a9,Pasadena,2,1,2022-10-28,2022-12-07
Mullet Death HQ,bdedd52,San Rafael,2,2,2019-10-25,2019-10-25
Malainey's Grill,73d0d699,Long Beach,2,2,2021-12-12,2022-11-06
JBC HQ,3bd36080,Vernon,2,1,2020-06-12,2020-12-24
Disney Singalong,63d3122b,Los Angeles,2,2,2020-04-16,2020-04-16
Drifters Cocktails,4bd56f9a,Santa Clarita,2,2,2019-12-21,2019-12-21
California Theatre of the Performing Arts,53d7e729,San Bernardino,2,1,2018-12-01,2021-12-11
Private Venue,73d36631,Anaheim,2,2,2020-07-09,2020-10-03
William Saroyan Theatre,7bd6c2f4,Fresno,2,2,2019-09-18,2020-04-03
Frogee's Cocktail,6bd53e32,Apple Valley,2,2,2020-01-17,2022-10-07
The Marquis Lounge,6bd05a0a,San Bernardino,2,2,2021-12-18,2022-10-16
Beatnik Bandito Music Emporium,5bd23368,Santa Ana,2,1,2018-09-09,2020-02-08
Pasadena Presbyterian Church,5bd3a35c,Pasadena,2,2,2019-10-19,2020-02-15
Jeremy Rubin's Backyard,7bd3d230,San Francisco,2,2,2019-08-30,2019-08-30
Hubba Wines,23d064a7,Paso Robles,2,2,2022-09-17,2022-09-17
Brooks Bar,bd325ae,Riverside,2,1,2019-08-24,2020-02-15
Private Venue,23d1f833,Ukiah,2,1,2019-11-23,2020-04-26
Dore Theatre,63d29a7f,Bakersfield,2,1,2018-12-08,2019-12-07
The CAMP,63deda43,Costa Mesa,2,1,2020-08-27,2020-08-28
Apogee Studio,2bd734ae,Santa Monica,2,2,2018-09-06,2019-09-19
Hammer Theatre,73d212e5,San Jose,2,2,2018-09-07,2019-10-11
Koe's Bar,5bd01350,Stockton,2,1,2020-01-11,2022-09-10
Iron Pig Alehouse,1bd31d98,San Diego,2,1,2020-03-11,2020-06-21
Kimpton La Peer Hotel,7bd3ee70,West Hollywood,2,2,2019-09-12,2019-10-26
Fisherman's Wharf,43d4df63,San Francisco,2,1,2018-12-29,2020-01-05
Harbor Festival,63d4829f,Morro Bay,2,2,2019-10-04,2019-10-04
Empress Theatre,23d478af,Vallejo,2,2,2018-11-23,2022-12-31
St Alban's Episcopal Church,33d3f455,Albany,2,1,2019-08-24,2019-08-25
Riviera Supper Club and Turquoise Room,33d3e0e9,La Mesa,2,1,2019-11-15,2020-01-10
Tenants of the Trees,73d52e2d,Los Angeles,2,2,2018-11-27,2018-12-17
The York Manor,33d35ca5,Los Angeles,2,2,2020-02-06,2020-02-06
Rabobank Theater,bd44976,Bakersfield,2,2,2018-08-18,2020-01-04
The World Stage,63d23673,Los Angeles,2,2,2018-10-04,2018-10-04
Haugh Performing Arts Center,4bd5db9a,Glendora,2,2,2020-01-25,2022-10-15
"",73d29a41,Temecula,2,1,2018-10-12,2019-09-20
Flamingo Resort,1bd3e504,Santa Rosa,2,2,2019-09-27,2019-12-06
"",53d60ffd,Long Beach,2,2,2019-08-24,2020-03-07
Rock & Roll Pizza at Harley's Valley Bowl,33d10471,Simi Valley,2,2,2019-11-23,2022-12-16
Hollywood Palladium Parking Lot,4bd21716,Los Angeles,2,2,2018-08-26,2018-08-26
The Boiler Room Temecula,3bd39028,Temecula,2,2,2018-09-08,2018-11-10
My Place,13d04509,Huntington Beach,2,2,2022-11-19,2022-11-25
Cochran Club,53d3e701,Bell Gardens,2,2,2019-09-28,2019-09-28
The Study,6bd2aae2,Los Angeles,2,2,2018-10-31,2019-12-15
The Press,bd2b95e,Claremont,2,2,2019-09-13,2020-01-24
Regent Beverly Wilshire Hotel,7bd65a2c,Beverly Hills,2,2,2019-11-17,2020-02-27
PJ's Roadhouse,7bd42e50,Placerville,2,2,2018-11-02,2020-02-28
Curran Theatre,5bd40390,San Francisco,2,2,2018-12-01,2022-12-09
Private Venue,4bd0e75a,Malibu,2,2,2019-10-06,2019-10-06
Sheraton-Universal Hotel,5bd4a754,Los Angeles,2,1,2020-09-20,2022-10-16
Lucky Strike Live,5bd5b358,Los Angeles,2,2,2018-08-16,2019-09-07
El Dorado Regional Park,3bd2dcec,Long Beach,2,2,2018-09-01,2018-09-01
Zipper Concert Hall at the Colburn School,43d473d7,Los Angeles,2,2,2019-10-11,2022-11-04
McNally's Irish Pub,13d139d1,Oakland,2,1,2018-11-17,2019-10-05
Malone's Grill,bd1258a,Scotts Valley,2,2,2019-12-12,2019-12-12
Cafe Stritch,3bd48004,San Jose,2,2,2018-10-26,2018-12-22
Cowell Theater,7bd75a20,San Francisco,2,2,2019-11-16,2019-11-16
Sunset Marquis Hotel,73d4f605,Los Angeles,2,2,2020-02-08,2020-02-08
Roxx On Main,33d0f419,Martinez,2,2,2019-11-16,2022-11-19
Capitol Studios,1bd745a0,Los Angeles,2,2,2018-10-09,2020-12-07
Drinx Bar & Grill,73d042d5,Lakeport,2,2,2022-12-10,2022-12-10
Phaser Control Recording Studio,5bd20b50,San Diego,2,2,2018-09-20,2020-01-06
Agape International Spiritual Center,23d4108f,Culver City,2,1,2018-11-09,2022-09-19
XR Studios,4bd0cf72,Los Angeles,2,2,2020-10-24,2020-11-10
The Church House,7bd062dc,Santa Cruz,2,2,2022-09-30,2022-09-30
Famous 4,4bd3531e,Mill Valley,2,1,2020-09-12,2020-09-19
Adults Only,33d52059,Los Angeles,2,2,2020-01-09,2021-12-14
Verse LA,bd325c6,Los Angeles,2,2,2020-02-23,2022-11-23
Grand Oak Ballroom,6bd182c6,Jackson,2,1,2018-12-20,2019-12-13
Elephant in the Room,6bd2521e,Healdsburg,2,1,2019-11-22,2020-02-23
The Mission Church,3bd218b0,Carlsbad,2,2,2018-08-24,2018-08-24
Temecula Community Theater,bd3e12a,Temecula,2,2,2019-09-29,2020-01-30
Auburn Odd Fellows Lodge,73d15e59,Auburn,2,2,2019-11-16,2022-11-19
Beer City Studios,2bd06012,Los Angeles,2,1,2018-09-07,2019-08-24
Art House Gallery & Cultural Center,33d22cfd,Berkeley,2,1,2018-08-12,2018-09-09
Fore Family Vineyards,bd395da,Kelseyville,2,2,2020-02-29,2020-02-29
Hotel Ziggy,1bd0659c,West Hollywood,2,2,2022-09-14,2022-10-17
Genius,73d04e55,Los Angeles,2,2,2020-05-12,2022-10-05
The Semi-Tropic,53d263f9,Los Angeles,2,2,2018-08-18,2019-08-17
The Plunge at Sierra Meadows,63d2c273,Ahwahnee,2,2,2018-08-03,2021-12-10
E. Claire Raley Studios for the Performing Arts,13de95b1,Sacramento,2,1,2022-10-01,2022-10-06
Palo Alto Art Center Auditorium,43d04fbb,Palo Alto,2,2,2022-11-16,2022-11-16
PCH Club,33de4825,Long Beach,2,2,2019-09-14,2019-11-29
Twin Pine Casino & Hotel,4bd5773e,Middletown,2,1,2022-12-09,2022-12-10
Laveta Stage,13d21965,Los Angeles,2,2,2018-08-17,2018-08-17
Quarter Note Club,bd4f5c6,Sunnyvale,2,1,2018-08-03,2019-10-04
Warner Bros. Studios,13d71545,Burbank,2,2,2022-09-21,2022-12-15
The Actors' Gang,bd6058a,Culver City,2,1,2018-12-03,2018-12-04
The Dresden,1bd21940,Los Angeles,2,2,2018-08-17,2018-10-01
Rava Wines + Events,53d3bb69,Paso Robles,2,1,2019-11-09,2022-11-12
The Reel Fish Shop & Grill,3d3b1db,Sonoma,2,1,2018-11-16,2018-11-17
4th Street Vine,33d5cca9,Long Beach,2,2,2018-08-25,2018-10-13
Central Park,5bd057c0,Rancho Santa Margarita,2,2,2022-10-08,2022-10-08
Private Venue,4bd277f6,Soquel,2,2,2018-09-20,2018-10-13
SOS Booking & Production,73d3564d,Los Angeles,2,2,2020-10-12,2020-11-25
Chouinard Vineyards & Winery,63d3d237,Castro Valley,2,2,2019-08-31,2019-08-31
McEvoy Foundation for the Arts,53d22ff9,San Francisco,2,2,2018-08-09,2019-09-07
Dead Eye Studios,53d0cb15,Los Angeles,2,2,2021-12-05,2021-12-05
Pike Restaurant and Bar,63d29243,Long Beach,2,2,2018-08-23,2022-10-26
El Portal Theatre,33d5a849,Los Angeles,2,2,2020-02-01,2022-09-24
Performing Arts Center,3bd39438,San Luis Obispo,2,2,2022-11-16,2022-11-16
Park Place at Washington,33d20059,Richmond,2,2,2018-08-10,2019-09-13
The Loma Club,5bd27bfc,San Diego,2,2,2018-10-20,2018-10-20
Creek Park,13dfb14d,San Anselmo,2,1,2018-09-30,2019-09-29
The Laundry,43d3d797,San Francisco,2,2,2019-08-20,2019-11-05
Atlantic Studios,73dec229,Los Angeles,2,1,2020-01-09,2020-04-09
Third Street Tavern,73d0565d,Highland,2,2,2022-09-24,2022-10-01
UCSD Price Center Ballroom,3bd7a4dc,La Jolla,2,2,2019-11-05,2020-03-06
California Jazz Conservancy,6bd362ea,Berkeley,2,1,2018-12-08,2019-09-05
Junior High,7bd56a44,Los Angeles,2,2,2019-10-24,2022-09-04
The 4 Cats Cafe & Gallery,53d273c9,San Luis Obispo,2,2,2018-11-09,2019-12-14
Knitting Factory Front Bar,5bd01788,Los Angeles,2,2,2018-11-13,2022-12-30
Elinor,43d3d7f7,Long Beach,2,2,2019-10-19,2020-01-27
Commissary Lounge,3d08943,Costa Mesa,2,2,2021-12-10,2021-12-10
"",33d2249d,Gilroy,2,1,2018-08-25,2018-09-29
Urban MO’s Bar & Grill,bde19a2,San Diego,2,1,2021-12-12,2022-12-29
Ontario Improv,13d0f1dd,Ontario,2,2,2020-02-12,2020-02-28
Footsies,1bd0d168,Los Angeles,2,2,2021-12-14,2022-09-25
YouTube Space LA,53d56b69,Los Angeles,2,2,2019-10-25,2019-10-30
Ruhstaller Farm and Beer Brewery,13d0f505,Dixon,2,1,2021-12-17,2022-12-17
St. James Park,13d4c185,San Jose,2,2,2022-10-16,2022-10-16
Covina Center for the Performing Arts,33d324f9,Covina,2,2,2019-09-15,2020-02-29
Lytton Plaza,7bd0f634,Palo Alto,2,2,2022-09-09,2022-09-28
Jamul Casino,3bd0cc78,Jamul,2,1,2021-12-31,2021-12-31
The Forest Club,63d24e7b,Ukiah,2,1,2018-08-22,2018-12-18
River Theater,53d7f325,Guerneville,2,1,2018-12-31,2022-12-31
Gilmore Music,13d079f5,Long Beach,2,2,2022-10-22,2022-12-18
The Monkey House,bd505f2,Berkeley,2,2,2019-10-24,2019-10-24
The Woods at Mammoth Lakes,43d3831f,Mammoth Lakes,2,2,2018-08-03,2018-08-05
Yuba College Theater,43d39383,Marysville,2,1,2018-09-22,2021-12-12
Norman's Rare Guitars,3bd0acf4,Los Angeles,2,2,2018-11-23,2020-03-01
Todos Santos Plaza,6bd2e276,Concord,2,1,2019-08-22,2022-08-25
The Sanctuary at Pico-Union,7bd55a14,Los Angeles,2,2,2019-08-29,2019-09-30
Hunter Street Studios,4bd35712,Los Angeles,2,2,2020-01-17,2020-01-17
Park Bar & Grill,4bd5c37a,Burbank,2,2,2018-08-25,2019-09-21
Obsidian Spirits Amphitheater,2bd0149e,Corning,2,2,2022-09-04,2022-09-25
Firehouse Arts Center,3d7810f,Pleasanton,2,2,2019-09-13,2019-11-23
Goya Studios,3bd28ce8,Los Angeles,2,2,2018-11-04,2022-12-01
Constellation,1bd5d558,San Diego,2,2,2018-12-16,2022-12-15
The Bancroft Bar,3d39117,Spring Valley,2,2,2018-11-30,2022-08-27
The Shire Community Space,33d26899,Modesto,2,2,2018-11-13,2018-11-13
Iron Springs Public House,3d27da7,San Rafael,2,1,2018-10-11,2019-12-12
Dignity Health Amphitheatre,3d0f5f7,Bakersfield,2,2,2022-08-26,2022-10-11
The Forum,bde810a,Inglewood,2,2,2018-10-13,2018-10-26
Private Venue,73d05a51,East Los Angeles,2,2,2022-09-03,2022-09-03
Union Square,1bd6311c,San Francisco,2,2,2018-10-13,2019-09-08
Manny's Pizza & Grill,53d39b35,Paso Robles,2,2,2018-08-31,2018-09-12
Gibson Showroom,7bd4e610,Los Angeles,2,2,2020-06-28,2020-10-02
The Fourth Bore Tap Room & Grill,3d2ad63,Orinda,2,1,2018-10-05,2019-10-04
Area 51,5bd0cbe4,Vernon,2,2,2019-09-20,2019-09-20
The Grape,7bd06a8c,Ventura,2,2,2022-08-29,2022-09-17
City Pub,23d32c57,San Diego,2,1,2020-02-01,2020-03-03
Deep End Ranch,23d30cc3,Santa Paula,2,2,2019-09-07,2020-02-22
Akbar,5bd3bb90,Los Angeles,2,2,2018-12-22,2020-03-08
Mixmag Lab,7bd52e10,Los Angeles,2,2,2018-09-13,2018-10-04
Ruby's Nightclub,43d09f2f,Oxnard,2,2,2022-09-29,2022-09-29
Silver Sprocket Bicycle Club,bd3b95e,San Francisco,2,2,2018-08-09,2019-09-01
AWOLNATION Home Studio,3bd36410,Santa Barbara,2,1,2020-08-15,2020-11-20
JW Marriott L.A. Live,13d4452d,Los Angeles,2,2,2018-11-04,2019-09-28
Regent Showcase Theatre,2bd77c72,Los Angeles,2,2,2018-12-09,2019-10-14
The Hive,5bd72b70,Los Angeles,2,1,2020-11-11,2020-12-11
Mates Studios,3d36933,Los Angeles,2,1,2020-07-31,2020-10-16
Sandrini's,43d70377,Bakersfield,2,2,2018-09-13,2019-10-04
CVLT Nation,bd34936,Los Angeles,2,2,2020-05-01,2020-11-20
SoundBites With Aaron Seifert,63d0e2a3,Los Angeles,2,2,2018-08-08,2018-09-13
Private Venue,43d277d3,Lakeside,2,2,2020-04-25,2020-04-25
Chico Women's Club,bd469e2,Chico,2,2,2018-12-16,2022-11-18
Hannah Nicole Vineyards & Winery,7bd0e68c,Brentwood,2,1,2018-08-18,2019-09-07
Pioneer Park,43d2afc3,Calistoga,2,1,2018-08-16,2019-08-15
Fiesta Hermosa,13d1a14d,Hermosa Beach,2,2,2018-09-01,2019-09-02
Ebell Club of Santa Ana,4bd0db2e,Santa Ana,2,2,2021-12-01,2021-12-01
Adobe Books,5bd20fe4,San Francisco,2,2,2018-09-15,2019-12-26
Henry Ford Theater,2bd6d8fa,Los Angeles,2,2,2018-10-06,2019-10-12
Silent Valley Studios,5bd02b1c,Temecula,2,1,2022-10-01,2022-10-29
Marin Veterans' Memorial Auditorium,2bd394a2,San Rafael,2,2,2018-08-12,2020-02-16
Bazaar Cafe,6bd5ae46,San Francisco,2,1,2019-12-07,2022-11-05
Ace Hotel,5bd3dfec,Los Angeles,2,2,2018-09-23,2020-01-29
RIMAC Arena,3bd39c54,La Jolla,2,2,2019-09-22,2019-09-22
Club Rodeo,73d39679,San Jose,2,2,2019-12-04,2021-12-16
The Broadway Club,73d0b2dd,Walnut Creek,2,2,2020-02-21,2020-03-07
Smoking Pig BBQ,bd2ad9a,Fremont,2,2,2018-08-03,2018-09-15
Lethal Amounts,73d74e15,Los Angeles,2,2,2020-02-22,2020-02-22
Fort Mason Center for the Arts & Culture,33d554b9,San Francisco,2,2,2019-09-14,2022-12-31
Wang's Of The Desert,43d3efe3,Palm Springs,2,2,2019-09-11,2019-11-27
The Fruit Yard,13d3996d,Modesto,2,2,2019-08-31,2019-10-06
Healdsburg Plaza,3d2113f,Healdsburg,2,2,2018-08-28,2022-08-30
Tamalpais Research Institute,4bd39fce,San Rafael,2,2,2020-12-26,2020-12-31
Good Day LA,53d24765,West Hollywood,2,2,2018-08-21,2019-11-27
Water Wheel Saloon,4bd0f36e,Columbia,2,1,2019-10-25,2019-10-26
Club 88,13d181b5,Brooks,2,1,2018-11-02,2018-11-03
Oakmont Village,33d25c0d,Santa Rosa,2,1,2018-12-09,2019-08-17
Bedford Winery,6bd1865a,Los Alamos,2,1,2020-03-22,2020-04-04
Donald Bren Events Center,3d39dff,Irvine,2,2,2019-10-11,2019-10-25
San Quentin State Prison,3d625bf,San Quentin,2,2,2018-11-16,2018-11-16
Sham Rock Pop Up Shop,13d195bd,Los Angeles,2,1,2022-12-22,2022-12-23
Cathedral of Faith,33d3e495,San Jose,2,1,2019-09-28,2019-09-29
Win-River Casino,73d39a6d,Redding,2,2,2018-08-10,2019-08-30
Santa Clara County Fairgrounds,2bd5586a,San Jose,2,2,2018-08-04,2018-08-05
